x,y_d_0025_c_0,y_d_0025_c_001,y_d_005_c_0,y_d_005_c_001
0.0,34.64282117739443,34.66888566104974,34.66526066216108,34.668815638055285
0.004,35.914140443161045,35.916020586392065,35.91625896390446,35.91602285541974
0.008,36.38927159738046,36.3895179314487,36.389511877611994,36.38950957179112
0.012000000000000002,36.58921544690584,36.58923724097172,36.5892226547496,36.58924971849068
0.016,36.68258155252608,36.6825977618519,36.682593346834686,36.68259594399922
0.02,36.731770524257946,36.731799402858286,36.73178783866604,36.7317961397913
0.024000000000000004,36.760948526831505,36.76094249854292,36.76094532051678,36.76094658408004
0.028000000000000004,36.78023958960539,36.780233057083485,36.78023691524408,36.78024093489134
0.032,36.79407431088646,36.79407504813177,36.79407888438997,36.79407989711609
0.036000000000000004,36.80458549050843,36.80459667843365,36.80460271463386,36.80459372939526
0.04,36.812894709350196,36.812901379976644,36.812904523224205,36.81290279312017
0.044000000000000004,36.81961015366289,36.819595507088856,36.81959884311171,36.81960320188505
0.04800000000000001,36.82515202618958,36.82514700489077,36.82515029338346,36.82515333477573
0.052000000000000005,36.829817912215724,36.829821548393824,36.82982691031875,36.829824818549305
0.05600000000000001,36.833795347814736,36.83380602977304,36.83381668745619,36.833805488550865
0.06,36.83722082120306,36.83722454186997,36.83723202132956,36.83723212159636
0.064,36.84017894980046,36.840161354809915,36.84016792173136,36.840172080469536
0.068,36.84273719720103,36.842730012720544,36.842737747631276,36.842738839861354
0.07200000000000001,36.84498952099888,36.84499175444897,36.84500235389848,36.84499757565598
0.07600000000000001,36.8469837443746,36.8469956495851,36.84701003702655,36.846996329117054
0.08,36.84875836877645,36.84876442543966,36.84877332966999,36.84877375921898
0.084,36.85033892922853,36.85031779093344,36.85033012058421,36.850333282606435
0.08800000000000001,36.8517232626345,36.85171234613656,36.851727837225624,36.8517266329437
0.09200000000000001,36.85296925782071,36.852969444708414,36.85298793094215,36.852980023763976
0.09600000000000002,36.85409447497336,36.85410657934207,36.8541283678687,36.85411111479607
0.1,36.855113756005075,36.85511904252914,36.8551356176334,36.85513478175717
0.10400000000000001,36.85603973079282,36.856017462161915,36.85603901043649,36.85603995539791
0.10800000000000001,36.85685010742654,36.85683632352752,36.856862448334,36.856857716582624
0.11200000000000002,36.857586370893316,36.8575845013486,36.85761541605561,36.85760286645312
0.11600000000000002,36.85825907352298,36.85826971796328,36.85830614521531,36.85828328692902
0.12,36.85887505308775,36.8588779141926,36.85891030865698,36.85890582326283
0.124,36.85944031104074,36.859419613446846,36.85945942204135,36.85945557044268
0.128,36.859936427245074,36.85991792824494,36.85996557851984,36.859954263351064
0.132,36.86038321410674,36.860377321563575,36.86043383028382,36.860412845215606
0.136,36.86079455724195,36.86080180244195,36.86086878480117,36.860835497480245
0.14,36.86117415758799,36.86117193208126,36.86124009050047,36.86122613630015
0.14400000000000002,36.861525466961126,36.86150182642896,36.86158540372212,36.861569545981375
0.14800000000000002,36.861835983641605,36.86180806339554,36.861910246510924,36.86188316876242
0.15200000000000002,36.862109470776595,36.86209375094478,36.86221965226908,36.862178282529534
0.15600000000000003,36.862365961374515,36.86236235058722,36.862516742711556,36.862460826003144
0.16,36.86261050696408,36.862593087095014,36.862786252018104,36.86274068657065
0.16400000000000003,36.86285152684617,36.86281023539265,36.863080691642956,36.86302108102952
0.168,36.86309735571287,36.863039195796624,36.86345144756286,36.86336011261333
0.172,36.86337539203085,36.863317518112176,36.86402967410299,36.863885246147895
0.17600000000000002,36.86381280030594,36.863743825022695,36.865158122166356,36.86492230692495
0.18,36.86470549689431,36.864569023410496,36.867815339069445,36.867372085077015
0.18400000000000002,36.86693614691483,36.86662795139964,36.87484538316801,36.873736745198016
0.188,36.873205862642706,36.872404021339605,36.894370765320424,36.89089435028114
0.19200000000000003,36.8925031912896,36.88955465573463,36.94777345037285,36.93543098045563
0.196,36.95409835683354,36.93854483450359,37.068423971937854,37.02711297210899
0.2,37.04819010146766,37.00179130943227,37.15317772535458,37.095493358685616
0.20400000000000001,36.954099766083246,36.93859006286686,37.068414781396775,37.02718146841951
0.20800000000000002,36.89248225907145,36.889558036232216,36.947801407858954,36.9354963087368
0.21200000000000002,36.87320778369467,36.87240593170728,36.89435481304105,36.89088277095573
0.21600000000000003,36.86693375382092,36.86662949256743,36.87485174851474,36.87373800884299
0.22,36.86472046583812,36.86456864022247,36.86782178754455,36.86737684638032
0.22400000000000003,36.86381872529741,36.863742868288334,36.86515927848561,36.86492136584297
0.228,36.863370809320486,36.863317224943415,36.86402436950386,36.86388309711574
0.23200000000000004,36.86308274311115,36.86303917842397,36.86344994028087,36.86335905782281
0.23600000000000002,36.86284927403626,36.86281041185961,36.86308275764151,36.86302268972169
0.24,36.862626319904635,36.86259329830848,36.86279162461964,36.86274339542931
0.24400000000000002,36.86237234132023,36.86236221046705,36.862512409452464,36.86246014982007
0.248,36.862106332666734,36.86209361854013,36.862215283518566,36.86217650104521
0.252,36.86182351308729,36.86180818560858,36.861909333286825,36.86188220977365
0.256,36.86152031206829,36.861502076966005,36.86158774526674,36.861571000954974
0.26,36.861189639959896,36.86117161382894,36.861245424756284,36.86122891440519
0.264,36.860801330203564,36.86080072869307,36.86086174952542,36.860834904368936
0.268,36.860381332439694,36.86037754902064,36.860430144133595,36.86041112706355
0.272,36.85992608129173,36.859919108755,36.85996506676141,36.85995331082728
0.276,36.85943163004693,36.859420485739655,36.85946187141169,36.859456737962255
0.28,36.85888997742376,36.85887642567229,36.85891546570082,36.8589081518693
0.28400000000000003,36.85826610296506,36.858267531997924,36.858300060867805,36.85828286742862
0.28800000000000003,36.85758555380139,36.857584957409536,36.8576123635502,36.85760191894835
0.29200000000000004,36.85684160246598,36.85683797332923,36.85686227660977,36.856857416871144
0.29600000000000004,36.856026512304496,36.85601851994785,36.85604151817152,36.8560404849289
0.3,36.8551280832217,36.85511713464701,36.8551405591532,36.85513518643907
0.30400000000000005,36.854101661317905,36.85410430124418,36.854123086872505,36.85411062167959
0.308,36.85296932607949,36.852969915348694,36.852985426262784,36.85297950835569
0.31200000000000006,36.85171633401109,36.85171403254911,36.85172795522249,36.85172663609397
0.316,36.85032520549308,36.85031884935651,36.85033265732935,36.850333984084266
0.32,36.84877211269529,36.848763213411516,36.84877804753002,36.84877437511903
0.324,36.84699101105249,36.84699454375753,36.84700541898849,36.84699558063875
0.32800000000000007,36.844990314650175,36.8449907031933,36.84500029407974,36.844996633884314
0.332,36.84273161152787,36.84272874939126,36.84273807293384,36.84273861607247
0.336,36.840167132733704,36.84016152179177,36.84017044371976,36.840173112547596
0.34,36.837234011391615,36.83722899390916,36.837236594390355,36.83723396961561
0.344,36.83380261641529,36.833807154823354,36.833812632905165,36.83380440988255
0.34800000000000003,36.82981929431347,36.829819576791955,36.82982505772916,36.82982249166719
0.35200000000000004,36.825147651341204,36.82514538928238,36.82515045920803,36.82515190737162
0.35600000000000004,36.81960015965788,36.81959540289102,36.819601165959455,36.81960477107259
0.36,36.812907350804714,36.81290066473807,36.812910183535166,36.81290713456265
0.364,36.804592231218045,36.804595565196166,36.8045994764279,36.80459229770567
0.36800000000000005,36.79407506361864,36.79407571550909,36.79407561123652,36.79407668219182
0.37200000000000005,36.78023565408991,36.78023415270189,36.78023353723551,36.780238675136786
0.376,36.76094378636807,36.76094132516102,36.76094471715613,36.76094758784841
0.38,36.731802374891,36.731791557220205,36.73180497361068,36.73179984729222
0.38400000000000006,36.68258450546384,36.68258504428994,36.68258531339662,36.682581172602454
0.38800000000000007,36.58919059862761,36.589196483925896,36.58919133783513,36.58919979564387
0.392,36.38935213724372,36.38934668468861,36.38927173538998,36.389334560083384
0.396,35.91454655717735,35.91470754898765,35.91471144619033,35.91466350800644
0.4,34.64894527289428,34.648962826408706,34.649008666568676,34.64895159594317
